Work_ID,Documents_Submitted,NOC_Status,Compliance_Score,Is_Duplicate_Work,Cost_Anomaly_Flag,Overall_Fraud_Risk_Score,Work_Description_Full,Inspection_Summary,Issues_Encountered
WS/MP18190/2025-2026/169241,"NOC,Utilization Cert",Received,73.22,False,False,92.22,Laying of CC Road from Maddi Satyanarayana (H) to Nukala Laitha (H) and Perugu Kumar (H) at Kondapalli Gopal Rao Nagar,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169242,Site Plan,Received,43.83,False,True,48.83,Installation work of a semi high mast light 6 way near Gurdwara Singh Sabha Kuwarnapur intersection of Gram Panchayat Maheva.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169243,"Utilization Cert,NOC,Site Plan",Pending,87.28,False,False,4.21,Installation work of a semi high mast light 6 way near Gardaha Masjid intersection in village Gardaha.,Issues found on site,
WS/MP18226/2024-2025/169244,"NOC,Utilization Cert,Site Plan",Not_Required,63.14,False,False,56.82,Installation work of a semi high mast light 6 way near Rasoolpur Masjid intersection in village Rasoolpur.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169245,"Site Plan,NOC",Received,50.07,False,False,44.24,Installation work of a semi high mast light 6 way near Chhaturi Masjid intersection in village Chhaturi.,Issues found on site,
WS/MP18226/2024-2025/169246,"NOC,Utilization Cert",Received,42.48,False,False,37.67,Installation work of a semi high mast light 6 way near Amirnagar Bazaar wali Masjid intersection in village Amirnagar.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169247,"Site Plan,Utilization Cert,NOC",Not_Required,84.62,False,False,10.91,Installation work of a semi high mast light 6 way near Deoria Masjid intersection in village Deoria.,Standard inspection passed,
WS/MP18226/2024-2025/169248,NOC,Not_Required,94.71,False,False,62.72,Installation work of a semi high mast light 6 way near Mathana Masjid intersection in village Mathana.,Standard inspection passed,
WS/MP18226/2024-2025/169249,"Utilization Cert,Site Plan,NOC",Received,69.16,False,False,39.35,Installation work of a semi high mast light 6 way near the intersection of Takiya Gaurav Raj house in village Takiya.,Standard inspection passed,
WS/MP18226/2024-2025/169250,"Site Plan,Utilization Cert,NOC",Pending,90.4,False,False,71.46,Installation work of a semi high mast light 6 way near Mamri Bazar intersection in village Mamri.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169251,"NOC,Utilization Cert,Site Plan",Pending,53.13,False,False,80.99,Installation work of a semi high mast light 6 way near Awadhesh Verma Medical intersection in village Ajan.,Standard inspection passed,
WS/MP18190/2025-2026/169252,NOC,Pending,75.47,False,False,46.36,Laying of CC Road from Guda Venkatiaha (H) to Diidi Ramesh (H) at Guptha Colony,Standard inspection passed,
WS/MP18190/2025-2026/169254,Utilization Cert,Received,78.53,False,True,81.54,Laying of CC Road Chikati Venkanna (H) to Dr Racharala Srinu (H)at Krishna Colony,Standard inspection passed,
WS/MP18311/2025-2026/169255,"NOC,Utilization Cert,Site Plan",Received,51.69,False,False,14.05,CONSTRSTION OF HALL AT TIBBA NANGAL GARIB DASSI COLLAGE RUN BY MAHARAJA BHRIWALE GARIB DASSI EDUCATION TRUST RG BALACHOR,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18190/2025-2026/169257,"Site Plan,Utilization Cert",Received,79.49,False,False,90.04,Laying of CC ROad from Balasti laxman (H) to Existing Transformer (Prabhakar Rao (H)) at Krishna Colony,Standard inspection passed,
WS/MP18098/2025-2026/169258,Utilization Cert,Pending,60.7,False,False,80.98,PRAKASH VYAVASTHA HETU HIGHMASK LIGHT IN DORLI (CHHATARPUR) BLOCK BARGHAT,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18098/2025-2026/169259,"Utilization Cert,NOC,Site Plan",Not_Required,43.03,False,False,73.55,PRAKASH VYAVASTHA HETU HIGHMASK LIGHT IN JIVNARA BLOCK BARGHAT,Standard inspection passed,
WS/MP18098/2025-2026/169260,"Utilization Cert,NOC,Site Plan",Pending,89.85,False,False,47.8,PRAKASH VYAVASTHA HETU HIGHMASK LIGHT IN MANEGAON KALAN BLOCK BARGHAT,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18098/2025-2026/169262,"Site Plan,Utilization Cert,NOC",Not_Required,68.14,False,False,79.66,PRAKASH VYAVASTHA HETU HIGHMASK LIGHT IN DULHAPUR BLOCK BARGHAT,Standard inspection passed,
WS/MP18120/2025-2026/169263,NOC,Pending,79.33,False,False,21.37,C.C.Road at Bandu patil home to Oil mil at kalamnuri Tq.Kalamnuri,Issues found on site,
WS/MP18098/2025-2026/169264,"Site Plan,Utilization Cert,NOC",Pending,93.01,False,False,65.06,PRAKASH VYAVASTHA HETU HIGHMASK LIGHT IN MAGAR KATHA BLOCK BARGHAT,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18098/2025-2026/169266,Site Plan,Not_Required,87.6,False,False,4.47,PRAKASH VYAVASTHA HETU HIGHMASK LIGHT IN MANEGAON KHURD BLOCK BARGHAT,Standard inspection passed,
WS/MP18098/2025-2026/169267,"Site Plan,Utilization Cert,NOC",Received,67.21,False,False,77.62,PRAKASH VYAVASTHA HETU HIGHMASK LIGHT IN LUHARA BLOCK BARGHAT,Standard inspection passed,
WS/MP18098/2025-2026/169268,"NOC,Utilization Cert,Site Plan",Pending,89.2,False,False,12.37,PRAKASH VYAVASTHA HETU HIGHMASK LIGHT IN BAMHODI BLOCK BARGHAT,Standard inspection passed,
WS/MP18098/2025-2026/169269,Utilization Cert,Received,94.75,False,False,40.17,PRAKASH VYAVASTHA HETU HIGHMASK LIGHT IN KESHLA  (KESHLA KALA) BLOCK BARGHAT,Standard inspection passed,
WS/MP761/2025-2026/169273,Utilization Cert,Pending,41.66,False,False,25.39,"Construction of Community hallin Gandla Tarpa No 4, Ashok Veedhi, Div No 48",Issues found on site,
WS/MP18226/2024-2025/169275,"Site Plan,Utilization Cert,NOC",Not_Required,67.94,False,False,9.7,Installation work of a semi high mast light 6 way near Dhiravan Nuruddin Ansari Masjid intersection in village Dhiravan.,Issues found on site,
WS/MP18226/2024-2025/169276,Site Plan,Not_Required,47.43,False,False,30.83,Installation work of a semi high mast light 6 way near Hanuman Mandir intersection in village Dhiravan.,Issues found on site,
WS/MP18226/2024-2025/169277,"NOC,Site Plan,Utilization Cert",Pending,65.61,False,False,30.01,Installation work of a semi high mast light 6 way near the masjid intersection in village Nayagaon.,Standard inspection passed,
WS/MP18226/2024-2025/169278,NOC,Received,65.38,False,False,78.17,Installation work of a semi high mast light 6 way near Ganeshpur Masjid intersection in village Ganeshpur.,Standard inspection passed,
WS/MP18226/2024-2025/169279,"Site Plan,Utilization Cert",Received,49.89,False,False,60.57,Installation work of a semi high mast light 6 way near hospital intersection of Gendan Lal Verma in village Belhari.,Standard inspection passed,
WS/MP18226/2024-2025/169280,"NOC,Site Plan,Utilization Cert",Pending,91.22,False,False,47.67,Installation work of a semi high mast light 6 way near Rehman Ali house intersection in village Secanderabad.,Standard inspection passed,
WS/MP18226/2024-2025/169281,"Utilization Cert,Site Plan",Pending,83.18,False,False,52.13,Installation work of a semi high mast light 6 way near Gurudwara intersection in village Harinagar.,Standard inspection passed,
WS/MP18226/2024-2025/169282,"Utilization Cert,NOC,Site Plan",Pending,82.15,False,True,76.8,Installation work of a semi high mast light 6 way near Lakhaha Gurudwara intersection in village Lakhaha.,Standard inspection passed,
WS/MP18226/2024-2025/169283,Utilization Cert,Pending,58.5,False,False,87.01,Installation work of a semi high mast light 6 way  near Gurudwara intersection in village Subhashnagar.,Issues found on site,
WS/MP18226/2024-2025/169284,"Utilization Cert,NOC,Site Plan",Received,65.23,False,False,45.33,Installation work of a semi high mast light 6 way near Gurudwara intersection in village Hazratpur.,Standard inspection passed,
WS/MP761/2025-2026/169286,"Utilization Cert,NOC",Received,60.06,False,False,37.77,"Construction of Boundary wall to existing community hall near Peddamma Thalli temple , Dubba",Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18352/2025-2026/169287,Utilization Cert,Not_Required,85.59,False,False,7.55,muhammadabad gohna vikas khand tipakkabad me ram prakash yadav ke ghar ke bagal ke tirahe par,Standard inspection passed,
WS/MP761/2024-2025/169288,"Utilization Cert,Site Plan,NOC",Not_Required,84.26,False,False,30.38,Drilling of Borewell with Pumpset near Bheemanna Temple,Standard inspection passed,
WS/MP18190/2025-2026/169289,"Utilization Cert,NOC,Site Plan",Not_Required,58.99,False,False,77.36,Laying of CC Road from Islavath jawaharlal (H) to Tejawath Shankar (H) at Balram Thanda,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18190/2025-2026/169290,Site Plan,Received,72.95,False,False,8.91,Laying of CC Road from Islavath Reddy (H) to Islavath Jawaharlal (H) at Balram Thanda,Standard inspection passed,
WS/MP18352/2025-2026/169293,"NOC,Utilization Cert,Site Plan",Received,45.82,False,True,84.92,vikas khand pardaha ke gram sarya raghunathpur me composit vidyalaya ke bagal me khel ke maidaan per,Standard inspection passed,
WS/MP18190/2025-2026/169298,"NOC,Utilization Cert,Site Plan",Pending,65.84,False,False,29.11,Laying of CC Road from Daising House to Komineni Ravinder House via darla Sunil House at Kankara Board,Standard inspection passed,
WS/MP18190/2025-2026/169302,"Utilization Cert,Site Plan,NOC",Pending,51.2,False,False,83.43,"Laying of CC Road from Shivla (H) to Bhadru (H), Roopla (H) to Jintha (H) , Venkanna (H) to Rajagopal (H) at Manhya Thanda",Standard inspection passed,
WS/MP18190/2025-2026/169311,"Utilization Cert,NOC",Not_Required,61.54,True,False,36.22,"Laying CC Road from M.Balu (H) to M.Thallu (H), Rajagopal (H) to Sudhakar (H) at Manjya Thanda",Issues found on site,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169312,Utilization Cert,Received,95.24,True,False,20.96,Installation work of a semi high mast light 6 way near Gurudwara intersection in village Veerpur.,Standard inspection passed,
WS/MP18226/2024-2025/169313,Site Plan,Received,92.89,False,False,64.05,Installation work of a semi high mast light 6 way  near the intersection of Mukesh Verma house in village Nangapur.,Issues found on site,
WS/MP18226/2024-2025/169314,NOC,Received,44.81,False,False,19.67,Installation work of a semi high mast light 6 way  near the intersection of Brijendra Patel house in village Pareli.,Standard inspection passed,
WS/MP18226/2024-2025/169315,Site Plan,Not_Required,61.6,False,False,29.83,Installation work of a semi high mast light 6 way near Ahidanav Baba house intersection in village Khargapur.,Issues found on site,
WS/MP18226/2024-2025/169316,"Site Plan,NOC",Received,81.61,False,False,73.45,Installation work of a semi high mast light 6 way  near Jalalpur main intersection in village Jalalpur.,Standard inspection passed,
WS/MP18226/2024-2025/169317,Site Plan,Received,94.61,False,False,80.47,Installation work of a semi high mast light 6 way near the intersection of Arvind Verma house in village Maharajnagar.,Standard inspection passed,
WS/MP18226/2024-2025/169318,"Site Plan,NOC,Utilization Cert",Not_Required,60.7,False,False,68.24,Installation work of a semi high mast light 6 way  near the intersection in village Bhundwara.,Issues found on site,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169319,"Site Plan,Utilization Cert,NOC",Pending,85.21,False,False,72.54,Installation work of a semi high mast light 6 way near Mata Ji Ka Mandir intersection in village Wazirnagar.,Standard inspection passed,
WS/MP18226/2024-2025/169320,"Site Plan,Utilization Cert",Not_Required,42.5,False,False,17.98,Installation work of a semi high mast light 6 way  near Lalganj Masjid intersection in village Lalganj.,Issues found on site,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169321,"Site Plan,Utilization Cert",Pending,91.0,False,False,91.19,Installation work of a semi high mast light 6 way  near Aliganj Zaheer Khan shop intersection in village Aliganj.,Issues found on site,"Weather delays, Vendor issues"
WS/MP18190/2025-2026/169322,"Utilization Cert,NOC",Received,69.79,False,False,53.81,Drilling of Power Bore Well at Housing Board office at New Bazar,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18098/2025-2026/169327,"Site Plan,NOC",Not_Required,55.18,False,True,45.14,WARD NO 24 (BHAGAT SINGH WARD) SEONI BUS STAND KE LAXMI MANDIR KE PASS SAMUDAYIK BHAWAN NIRMAN,Standard inspection passed,
WS/MP18226/2024-2025/169330,"Site Plan,Utilization Cert,NOC",Received,52.53,False,False,31.34,Installation work of a semi high mast light 6 way near Pastor Gurudwara intersection in village Pastor.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169331,"Utilization Cert,Site Plan",Pending,85.79,False,False,64.42,Installation work of a semi high mast light 6 way near Shankarji temple in Majra Maharajnagar of Gram Panchayat Wazirnagar,Standard inspection passed,
WS/MP18226/2024-2025/169332,"Site Plan,NOC,Utilization Cert",Pending,99.57,False,False,42.84,Installation work of a semi high mast light 6 way near Billinganj Chhotu Mahavat intersection in village Billinganj.,Issues found on site,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169333,"Site Plan,NOC,Utilization Cert",Not_Required,85.98,False,False,78.51,Installation work of a semi high mast light 6 way near the house intersection of Maharaj Nagar Man Singh in Village Maharaj Nagar.,Standard inspection passed,
WS/MP18226/2024-2025/169334,"Utilization Cert,NOC",Pending,87.62,False,False,15.0,Installation work of a semi high mast light 6 way  near the intersection of Koiliha Baba Saheb in village Koilhiya.,Issues found on site,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169335,Site Plan,Not_Required,54.98,False,False,65.35,Installation work of a semi high mast light 6 way near the house intersection of Babesar Santram Bhurji in village Babesar.,Standard inspection passed,
WS/MP18226/2024-2025/169336,"Utilization Cert,NOC,Site Plan",Received,72.07,False,False,73.84,Installation work of a semi high mast light 6 way near the house intersection of Bachchu Khan in village Laguchi.,Standard inspection passed,
WS/MP18226/2024-2025/169337,Site Plan,Received,58.7,False,False,64.02,Installation work of a semi high mast light 6 way near the masjid  intersection in village Ibrahimpur.,Standard inspection passed,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169338,"Site Plan,NOC",Received,91.26,False,False,16.5,Installation work of a semi high mast light 6 way near Gurudwara intersection in village Muda Savaran.,Issues found on site,"Weather delays, Vendor issues"
WS/MP18226/2024-2025/169339,Utilization Cert,Received,78.02,False,False,46.09,Installation work of a semi high mast light 6 way near Gurudwara intersection in village Padriyatula.,Standard inspection passed,
WS/MP522/2024-2025/169342,"NOC,Site Plan,Utilization Cert",Received,57.91,False,False,44.99,"Construction of Cremation Shed in Vadada village of Vadada GP, Gara mandal",Standard inspection passed,
WS/MP18226/2024-2025/169343,"NOC,Utilization Cert,Site Plan",Not_Required,62.03,False,False,24.35,Installation work of a semi high mast light 6 way near Neeraj Verma shop intersection in village Rasoolpanah.,Standard inspection passed,
WS/MP18226/2024-2025/169344,"Site Plan,Utilization Cert,NOC",Not_Required,62.19,False,False,5.43,Installation work of a semi high mast light 6 way near Gurudwara of Gram Panchayat Malpur,Issues found on site,
WS/MP18226/2024-2025/169345,Site Plan,Not_Required,76.3,False,False,78.96,Installation work of a semi high mast light 6 way near Gurudwara intersection in village Ambara.,Issues found on site,
WS/MP18226/2024-2025/169346,Utilization Cert,Received,64.53,False,False,64.91,Installation work of a semi high mast light 6 way near Gurudwara intersection in village Akalgarh.,Issues found on site,
WS/MP18226/2024-2025/169348,"NOC,Utilization Cert,Site Plan",Received,76.02,False,False,72.64,Installation work of a semi high mast light 6 way near Gurudwara intersection in village Daudpur.,Issues found on site,
